#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,,1053,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:45.898839Z,4,error_count,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Idle
,,1053,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:00.92134Z,4,error_count,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Idle
,,1054,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:40.89542Z,98,health_percent,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Idle
,,1054,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:45.898839Z,81,health_percent,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Idle
,,1054,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:00.92134Z,94,health_percent,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Idle
,,1055,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:40.89542Z,37,load,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Idle
,,1055,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:45.898839Z,16,load,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Idle
,,1055,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:00.92134Z,86,load,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1056,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:40.89542Z,29.66,temperature,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Idle
,,1056,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:22:45.898839Z,29.18,temperature,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Idle
,,1056,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T14:23:00.92134Z,28.51,temperature,hospital_device_data,Pulse,GBS2-DEV-007,Critical,Healthy,Globus Medical,GBS2,Downtown,Philips,ER-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1057,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:03.074831Z,0,error_count,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1057,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:08.086547Z,5,error_count,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1057,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:18.099632Z,3,error_count,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1057,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:23.107407Z,1,error_count,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1058,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:03.074831Z,41,health_percent,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1058,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:08.086547Z,47,health_percent,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1058,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:18.099632Z,50,health_percent,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1058,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:23.107407Z,46,health_percent,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1059,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:03.074831Z,40,load,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1059,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:08.086547Z,71,load,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1059,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:18.099632Z,15,load,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1059,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:23.107407Z,60,load,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1060,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:03.074831Z,32.45,temperature,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1060,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:08.086547Z,34.38,temperature,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1060,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:18.099632Z,36.64,temperature,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active
,,1060,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:23.107407Z,38.3,temperature,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1061,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:13.091072Z,4,error_count,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Down
,,1062,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:13.091072Z,42,health_percent,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Down
,,1063,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:13.091072Z,79,load,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1064,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:13.091072Z,35.29,temperature,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1065,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:28.115117Z,3,error_count,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Idle
,,1066,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:28.115117Z,54,health_percent,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Idle
,,1067,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:28.115117Z,31,load,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1068,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:28.115117Z,39.33,temperature,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Critical,Globus Medical,GBS2,Downtown,GE,ICU-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1069,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:33.122512Z,0,error_count,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Healthy,Globus Medical,GBS2,Downtown,GE,ICU-1,Idle
,,1070,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:33.122512Z,92,health_percent,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Healthy,Globus Medical,GBS2,Downtown,GE,ICU-1,Idle
,,1071,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:33.122512Z,69,load,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Healthy,Globus Medical,GBS2,Downtown,GE,ICU-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1072,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-25T12:48:33.122512Z,39.67,temperature,hospital_device_data,Pulse,GBS2-DEV-008,Critical,Healthy,Globus Medical,GBS2,Downtown,GE,ICU-1,Idle

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1073,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.533156Z,3,error_count,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Active
,,1073,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548159Z,4,error_count,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Active
,,1074,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.533156Z,50,health_percent,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Active
,,1074,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548159Z,52,health_percent,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Active
,,1075,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.533156Z,51,load,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Active
,,1075,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548159Z,64,load,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1076,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:25.533156Z,30.29,temperature,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Active
,,1076,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:35.548159Z,33.67,temperature,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Active

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1077,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.540562Z,0,error_count,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Down
,,1077,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553903Z,1,error_count,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Down
,,1077,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:50.569164Z,4,error_count,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Down
,,1078,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.540562Z,55,health_percent,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Down
,,1078,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553903Z,42,health_percent,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Down
,,1078,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:50.569164Z,59,health_percent,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Down
,,1079,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.540562Z,50,load,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Down
,,1079,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553903Z,11,load,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Down
,,1079,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:50.569164Z,56,load,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1080,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:30.540562Z,32.14,temperature,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Down
,,1080,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:40.553903Z,34.79,temperature,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Down
,,1080,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:50.569164Z,37.53,temperature,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Down

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,device_category,device_id,device_type,health_status,hospital,hospital_id,location,manufacturer,room,status
,,1081,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:45.561882Z,5,error_count,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Idle
,,1082,2026-02-23T14:24:08.967665487Z,2026-03-25T14:24:08.967665487Z,2026-03-23T16:53:45.561882Z,46,health_percent,hospital_device_data,Pulse,GBS2-DEV-009,Critical,Critical,Globus Medical,GBS2,Downtown,Medtronic,NICU,Idle
